,X,W,Z,Y
0,1.1370547405609435,1.221767788349106,0.32782924746671177,1.9445320685408851
1,-0.11290525568611154,0.465834890040152,0.5996499668860954,0.6555135542290456
2,2.077755426518279,1.795413628632273,-0.06339291529147832,5.9344114863659225
3,0.45637250999113665,-0.5121594708597363,1.177412747942099,-0.1880644368398745
4,-1.012401632967449,0.08000163008533141,-0.275697064087175,-0.533774823858344
5,1.4676744733815226,-0.029919766790233174,0.15553792152263668,0.41684946755330654
6,-1.1798110938329114,-1.043382742705004,-1.493909938258611,-2.0574730982049676
7,0.6322854250077281,-0.4480654105801048,-0.6022000767172568,0.913496531288534
8,0.2791692450758849,0.9097357024447489,-0.03566299626487717,2.656630815112056
9,0.4146627710778069,0.06867962173099386,0.811900015095047,-0.4094983779119201
10,0.1910086050840319,-0.27101124528829634,0.1798279875877647,-0.6160535684132743
11,-0.7576821610371638,-0.05460287098658808,-1.2351935089570003,-1.539077322165606
12,0.6894063540359674,0.5786385760864454,-0.21180514101629322,2.0740945321221123
13,0.20126055497639173,-0.542160737716364,-0.41786181471407846,-0.46557040929203697
14,-0.5963797524207463,0.3162333222397774,1.97439346940559,-2.3237063112369265
15,1.6897329832972112,0.8562748920243404,0.8416829402189068,0.7395667000285004
16,-1.1922352485045802,-0.7578290500780468,-1.6168005327976822,-1.0038268080945347
17,-0.1576113122718728,0.13961624912793025,-0.954305674275864,1.2453480354690776
18,-0.5093714433877232,-1.3065307848320487,-0.3510282080406448,-2.694809116231446
19,-0.8929525905777385,-0.37777839044683803,-1.5933403138367077,0.6679846776529705
20,1.8022796422637954,0.580372458968336,-0.7045685073861966,4.241204468027532
21,-1.8474610973153274,-0.8139524936797499,0.04043878101109563,-2.9040992038941047
22,-0.9807139720252975,0.6153276160877601,0.04038117835786722,-1.5190746877090184
23,0.06494296311475778,-0.8479831106343563,1.488977297646728,-2.110103451808526
24,2.085969900650647,1.3349748720943786,-0.16962520328106132,6.432303058492498
25,-1.2946919233967353,-0.6342207247554713,-0.17005586216956978,-1.4522099028639766
26,-0.076756882387499,-0.4853852026603654,-0.5383726475089106,0.18784782294486396
27,-2.705630740313027,-1.676483794488333,-0.46008612456026404,-2.874310757337862
28,2.4752776127104763,1.7182374848038617,-3.1245297557293945,7.870342733374083
29,0.231254672867804,-0.4240612286358221,0.9365056015465602,-0.9141491108025541
