,time,G1,G2,G3
0,0,0.882026172983832,1.441575348528127,0.06540908102877821
1,1,0.21007860418361166,-0.16387953057122318,0.1403104112120368
2,2,0.5093689920528696,-0.11524249924286678,0.8198297979435566
3,3,1.150446599600729,1.0146983540790055,0.6076318653612989
4,4,0.9737789950749838,-0.04656170255707992,0.610065763048796
5,5,-0.4386389399382055,1.5218105928246464,-0.5084780221554172
6,6,0.5350442087627947,0.3531905096201263,0.29783693780053216
7,7,-0.005678604148848937,0.19627259427962113,-0.049015454602844344
8,8,0.02839057410322108,1.5414710132401923,0.4699622995216191
9,9,0.2952992509691862,1.3302573957172121,0.29092480517852104
10,10,0.172021785580439,1.533779480213285,0.805089454046296
11,11,0.8371367534814875,1.0630223291376928,0.518609107595651
12,12,0.5005188625734966,0.18938715747264873,0.7631639810544881
13,13,0.1908375082464142,1.5850324765495167,0.14679045163202847
14,14,0.36193161637271287,0.5059983145243099,-0.08222312795912518
15,15,0.31683716368713344,1.0512281978981974,0.19497515339872576
16,16,0.9070395365788031,1.133625983886874,0.4014897930692797
17,17,0.06742086811709957,0.5924949534545829,0.6095758677775409
18,18,0.3365338508254507,0.9870396851730401,1.559654475345426
19,19,-0.2370478696508624,1.1511033357832634,0.41887142416967865
20,20,-1.0764949079170394,0.8882127655778147,-0.027972500246388476
21,21,0.5368092977201803,0.16029960470790272,0.2870091121503068
22,22,0.6522180994297528,0.869119087103028,0.2382020126769529
23,23,-0.14108251020322096,1.3931929483435153,0.7207407368867311
24,24,1.3748773119938038,0.39271607013431725,-0.2803985072223124
25,25,-0.4771828372993824,0.6751827298361646,0.5316309971001658
26,26,0.28287925865072305,0.5424232241391813,0.5882532689826878
27,27,0.17640807498708322,1.694631864239671,0.636090518100138
28,28,1.0463896071792287,1.1161473785062177,0.23134196551731867
29,29,1.0246793849501425,0.9937309181205551,0.4210391351319965
30,30,0.37747371284845815,0.4150419627773418,-0.1620304544912658
31,31,0.49908125980108675,1.0796245956459085,0.313340058318903
32,32,-0.12389287381505637,0.48283366967131197,0.29856926199164113
33,33,-0.6603982341119634,0.8459152791371756,0.7880250231307128
34,34,0.16604392533692372,0.5220769608105595,0.011908784089043667
35,35,0.42817448455199003,1.1882166474732498,0.9905990508549967
36,36,0.9751453403638604,1.1482954083074706,1.3572422722456845
