,Y,Time,Group
0,-0.23290029987374838,-1.19320412227529,0
1,2.8488459197960685,-1.6077482592765229,1
2,0.5502089999246669,-0.26979253128145153,0
3,2.1982803903839576,7.743730290599906,0
4,4.111044088341962,-4.244358818427352,1
5,1.1538856424846298,-3.843563635373892,0
6,-0.5155971111291451,-5.921127774090607,0
7,1.714019945516011,-2.013572140180453,0
8,1.5654052981855109,-5.493065694501418,0
9,1.1495227567748367,1.1984730963513375,0
10,0.1469920487844042,-9.966827416402236,0
11,3.8995733493829765,0.3643160771416092,0
12,1.6166774631745926,7.7232867281457445,0
13,2.245503973165567,6.755787224114314,0
14,2.152297292614386,4.93461472163996,0
15,2.153583468705634,-9.734463432238911,1
16,2.759031441009253,5.605054249880638,0
17,1.4264387934764862,-1.3795314411893642,0
18,2.701840907236539,9.271452847531023,0
19,2.9981074165012753,4.51838856348745,0
20,0.9042466418422532,-1.665992117452289,1
21,5.891810113836518,6.29121409119519,1
22,0.11835870498907375,-1.3371267861236298,0
23,4.937468932667264,4.501085751551635,1
24,-0.4651633027691553,-6.097260312482389,0
25,2.3478615008729986,-6.5370354824845744,0
26,1.340781979036706,-1.6222906558415708,0
27,5.377056561493039,3.410077834411908,1
28,4.000115979574966,5.364085058391172,0
29,4.106730911345147,3.7240609136911402,1
30,3.011495190435905,0.11639376921096733,0
31,4.661987396304937,1.715016581139647,0
32,6.9248325936598345,7.741245146173576,1
33,1.3382070090913822,-7.707009869444567,0
34,2.1946243818099713,-3.6201578064162305,0
35,0.11617303608068841,-8.913297971990922,0
36,-0.3654526060172869,-9.764199554206387,0
37,2.0359784113528336,-1.7324932905126627,0
38,3.195433569426739,8.811100880564375,0
39,5.482625961047496,1.8202338123149886,1
40,2.972032355829879,8.053474539807773,0
41,5.63205256819696,8.40486448752895,1
42,3.0293576523923935,-2.1122806462939554,0
43,3.1998955360270376,1.996821610026366,0
44,2.4483309924840206,4.506668662242021,0
45,3.8186087589914983,-0.6457704803848507,1
46,5.526330378160532,5.134428472155982,1
47,4.248466604831909,-5.938878995011059,1
48,3.4049641084558697,4.160461407906089,0
49,2.5729202798204263,-5.880405807685123,1
50,1.4273624299283951,1.1182513200913675,0
51,1.0059099998293861,-6.127161699179826,0
52,2.616001960880502,2.246890270706036,0
53,2.3165652517617485,3.356424942017604,0
54,-1.2828406627322613,-5.326280163667443,0
55,1.930714228355354,9.804418509807846,0
56,2.0430210089738052,5.292631992265322,0
57,2.4934357580256967,4.0486594287492945,0
58,1.9444618398665963,0.6812936763729454,0
59,2.7627404542908174,-7.333445220625547,1
60,1.2800096203268418,-4.358484870438861,0
61,3.2800343111130204,0.8475544465853808,0
62,3.9988264341327446,0.2014875747646805,0
63,3.439306002452496,8.736958283463,0
64,2.2478773737944717,-8.160753299608022,0
65,-0.09130724673273494,-0.331409319681061,0
66,2.4642813077420103,-2.0836938976602486,0
67,3.1631729809576044,8.589055090719697,0
68,1.93682624731955,-0.026318100906603803,1
69,1.0674984508979963,-3.712464702366452,0
70,3.125005508569252,9.308805603960984,0
71,1.8007168761452699,4.570287003357398,0
72,2.101615835798907,-5.140874185590418,0
73,1.6873958056401712,4.2997454705833285,0
74,1.8967877509345707,2.1322006077908195,0
75,2.8571856359126713,8.848742570302868,0
76,3.7719864139153145,5.972732750012476,1
77,2.884418966029168,-1.8578070992320015,0
78,6.769595032828613,0.5866464162073175,1
79,1.535603246932648,-7.206707688517902,0
80,1.4040993769742003,9.397824081849567,0
81,3.389799227251018,9.853709873000291,0
82,1.0937420409271363,7.329193335386627,0
83,3.0274102900352924,1.2678705161708752,0
84,-0.11100801035723618,-6.843708216313926,0
85,2.3457248202472396,5.067013221528976,0
86,-0.09366090243223968,-4.7267032347564175,0
87,0.20365702025247068,-4.975985778244711,0
88,1.3518308764784324,-6.494429713819397,0
89,3.061089752108053,8.925171005792357,0
90,1.720408610045038,-2.082131903700109,0
91,2.1087505252166334,-4.147114310086916,1
92,4.26457200111035,-9.253655901810552,1
93,4.31723943335815,0.7102589183974359,0
94,2.1194913093494074,-5.177900811046969,0
95,2.4490019832274488,4.37016609582461,0
96,2.282904773674553,-4.940430228133696,0
97,1.1173829901807346,2.783004614997626,0
98,3.0365452850613845,6.876470816934724,0
99,-1.0330774837921255,-0.2811208570544643,0
100,3.743663401550362,7.08457318371763,0
101,2.4051232307703856,2.079097813880569,0
102,3.4598408057977186,6.663870959462066,0
103,3.572989999481335,-9.029710558211598,1
104,6.781216613098639,3.9068406064282275,1
105,3.1506245909937682,4.160767679571791,0
106,4.04973025171715,3.8032164357298477,0
107,2.735762998600949,-2.9500924735898204,1
108,0.06314283583397629,-1.3519120420746926,0
109,2.118285204542727,4.912902968985133,0
110,1.5676449239764008,-8.835007739311427,0
111,3.9302349937227303,8.441982512233363,0
112,2.288854779583356,4.937652256800282,0
113,2.383575380477388,-1.6827551826844278,0
114,2.9120441056530044,0.8774086050246979,0
115,0.39380270957807284,-3.6269827226717517,0
116,3.7286011151269367,8.88124511469719,0
117,1.265597357760524,2.792803604605343,0
118,2.3063603148891683,-1.0332396421329637,1
119,2.3237830074557406,9.885637280569028,0
120,-0.6372162819057259,-8.785415632939662,0
121,2.5914649922993944,-9.565849252323876,1
122,0.6302110308416253,-2.3085246292462642,0
123,3.495819837908866,3.243456577880032,0
124,1.9902526154924938,-8.657119325772323,0
125,1.933417575878547,-7.7539951487813426,0
126,-0.6256470417179916,-7.677553107794388,0
127,0.7606697085135143,-9.071700739719295,0
128,-0.4346382545510994,-1.0848850333808073,0
129,3.1223370216340602,3.100684024943872,0
130,-0.27896753231568594,-9.780818883872001,0
131,1.6562342309764708,6.796189735725612,0
132,3.967306330130751,3.392041480926828,0
133,2.338117058157232,-2.966926579213764,0
134,1.9018081657413184,-7.393333000732369,0
135,3.954113095452383,-5.273332009700306,1
136,2.5217027388223276,-9.59886443636578,1
137,3.697237637641634,2.5569165053159875,0
138,1.3144525610989848,2.20930840116697,0
139,6.166011018874428,8.653358724849657,1
140,4.207330931955645,3.895042084916753,0
141,1.8556157469646881,5.190263638949684,0
142,5.852915103267981,5.312084438745131,1
143,0.42259186442259655,-1.7845739771755085,0
144,2.055661424118029,3.852700257119846,0
145,1.2139484093577257,-4.194850669595882,0
146,1.0732528842683347,-7.405954468171223,0
147,3.278663376288806,2.5207983309874855,0
148,2.670344962711659,-5.597982041208304,0
149,3.181554328464395,-9.487575505270616,1
150,1.6082411000154002,-6.247359946715925,0
151,2.508580130475548,4.854135175507739,0
152,1.3862682386975471,6.674562001178536,0
153,1.2992486082714434,-7.281326725166228,0
154,2.7626309127467867,9.515038012068338,0
155,4.378367066663962,-4.091167237889559,1
156,4.100279145822045,0.8252925733707457,1
157,5.477475205135216,7.021766745398036,1
158,0.1015345786027737,3.0130669467103726,0
159,-1.13278061883832,-5.200566818854224,0
160,0.22395934649910487,-8.380978755804762,0
161,1.6639582100701995,-8.88273723646435,0
162,2.8754627516111984,-0.932753049771069,1
163,4.520289063835068,8.02794386994153,0
164,0.7440141503656497,-5.993165282227864,0
165,0.5073124538112437,-6.91457757560636,0
166,-0.3000187768042133,-0.8696875455145623,0
167,4.512416114228173,5.591295070562907,1
168,0.47944516907399637,-0.9141774933058855,0
169,2.3505919110947464,-6.188095158520925,0
170,1.255742250440442,-7.524393302592882,0
171,0.9568530493819254,-2.129603686722607,0
172,5.480330738918972,5.690328928746114,1
173,2.8438862762893495,7.521286313522783,0
174,0.8901644844543701,9.945585194623291,0
175,4.114365542092287,-5.292475378113181,1
176,0.3902936707212623,1.4227561595223488,0
177,1.3706698362113316,-7.945374915551686,0
178,2.273791864885433,0.7389611076795983,0
179,1.1318413999271135,-8.961978784002792,0
180,2.045732788673905,2.2338255025113956,0
181,1.9986700303865932,-0.7977208639306461,0
182,5.874273779638115,6.391013982250797,1
183,4.463719202613893,-0.36732031340106275,1
184,5.96480748601555,9.000869515840819,1
185,2.6559505025685337,-2.3939255028088224,1
186,2.8353417118721325,7.935509929654366,0
187,0.6659783049027006,-7.892755514454515,0
188,2.7950469292875018,2.6241487965089085,0
189,2.860739078287306,-4.732003803370661,1
190,2.4910789093361974,-7.482150382001582,0
191,5.775240497688129,7.647009087851298,1
192,3.246588395848385,-7.411183322384456,1
193,1.1724218929005457,-8.669650055051468,0
194,3.1257815978834254,-5.121004448265465,0
195,0.3004739623545445,-8.691986452663755,0
196,1.6195663510233307,0.6739034787135427,0
197,5.5305662982591315,-7.92353091504304,1
198,2.0601456415248895,-6.29839575176238,0
199,2.284760939214414,6.279318558633008,0
200,-0.364477871785714,-1.2508377328098916,0
201,1.1304675725502595,-0.5293155496660518,0
202,1.1818967075937734,-2.464028388856459,0
203,0.5797092291773864,9.416889262656596,0
204,1.9003102413646769,-2.6599641601744217,0
205,1.643336473204256,0.7975710101691575,0
206,2.083458194745859,-2.556182967596694,0
207,-0.049482039171710124,-0.30303634553149905,0
208,2.92254036477884,-6.9865379196161275,1
