,city,time,X,y
0,0,0,0.144043571160878,7.552716445928269
1,0,1,1.454273506962975,10.077829366718872
2,0,2,0.7610377251469934,12.372730568998117
3,0,3,0.12167501649282841,11.48926332844895
4,0,4,0.44386323274542566,13.104832547972217
5,0,5,0.33367432737426683,13.883890984546346
6,0,6,1.4940790731576061,15.940642458669995
7,0,7,-0.20515826376580087,11.011181912921835
8,0,8,0.31306770165090136,12.65224059351637
9,0,9,-0.8540957393017248,11.15524468699885
10,0,10,-2.5529898158340787,4.861952174020617
11,0,11,0.6536185954403606,10.257251085759595
12,1,0,0.8644361988595057,0.6417189023559624
13,1,1,-0.7421650204064419,1.2982077925569597
14,1,2,2.2697546239876076,8.377224654623825
15,1,3,-1.4543656745987648,2.2623652192487924
16,1,4,0.04575851730144607,6.017089205070245
17,1,5,-0.1871838500258336,5.681351384299889
18,1,6,1.5327792143584575,11.54793258721414
19,1,7,1.469358769900285,9.802228077139988
20,1,8,0.1549474256969163,7.733673583200271
21,1,9,0.37816251960217356,6.445197512357
22,1,10,-0.8877857476301128,3.2488517965998582
23,1,11,-1.980796468223927,-1.1537067241846966
24,2,0,-0.3479121493261526,3.101246349685865
25,2,1,0.15634896910398005,5.221316511600637
26,2,2,1.2302906807277207,9.951645215140209
27,2,3,1.2023798487844113,11.359623576257148
28,2,4,-0.3873268174079523,10.13387375921854
29,2,5,-0.30230275057533557,10.14738308335452
30,2,6,-1.0485529650670926,7.743468551899332
31,2,7,-1.4200179371789752,6.502361378027433
32,2,8,-1.7062701906250126,7.455543165463856
33,2,9,1.9507753952317897,11.69740784674293
34,2,10,-0.5096521817516535,4.71526854645178
35,2,11,-0.4380743016111864,5.44665561008328
36,3,0,-1.2527953600499262,7.898899579218808
37,3,1,0.7774903558319101,12.022067253068661
38,3,2,-1.6138978475579515,9.691005687792895
39,3,3,-0.2127402802139687,12.336813888868523
40,3,4,-0.8954665611936756,11.507171588785264
41,3,5,0.386902497859262,16.177557826268085
42,3,6,-0.510805137568873,13.888250645680813
43,3,7,-1.180632184122412,12.792491192411854
44,3,8,-0.028182228338654868,15.987353974550313
45,3,9,0.42833187053041766,14.790571709460648
46,3,10,0.06651722238316789,12.767506964995018
47,3,11,0.3024718977397814,11.392675781936074
48,4,0,-0.6343220936809636,8.038743680844197
49,4,1,-0.3627411659871381,10.479042852368691
50,4,2,-0.672460447775951,10.724379733748805
51,4,3,-0.3595531615405413,12.013126809686982
52,4,4,-0.813146282044454,9.489242799660378
53,4,5,-1.7262826023316769,10.837863304669195
54,4,6,0.17742614225375283,13.606264219786796
55,4,7,-0.4017809362082619,12.79484711900638
56,4,8,-1.6301983469660446,11.301313860806655
57,4,9,0.4627822555257742,9.924728176698974
58,4,10,-0.9072983643832422,8.873305693888156
59,4,11,0.05194539579613895,9.651387742568174
60,5,0,0.7290905621775369,-3.2823212222921008
61,5,1,0.12898291075741067,-3.2992099331624543
62,5,2,1.1394006845433007,2.002286327539436
63,5,3,-1.2348258203536526,-0.9844783441899956
64,5,4,0.402341641177549,1.0566297051495277
65,5,5,-0.6848100909403132,1.2118238819330431
66,5,6,-0.8707971491818818,1.606278468771329
67,5,7,-0.5788496647644155,1.0612399629804268
68,5,8,-0.31155253212737266,1.7574578190676267
69,5,9,0.05616534222974544,0.7533966690006353
70,5,10,-1.1651498407833565,-2.7187319300016997
71,5,11,0.9008264869541871,-1.8839589721409433
72,6,0,0.46566243973045984,4.412916562726434
73,6,1,-1.5362436862772237,3.523614412065627
74,6,2,1.4882521937955997,10.241898055716423
75,6,3,1.8958891760305832,11.029079965661007
76,6,4,1.1787795711596507,11.359271966396157
77,6,5,-0.17992483581235091,8.399187735983435
78,6,6,-1.0707526215105425,7.411595582009019
79,6,7,1.0544517269311366,11.104975294805506
80,6,8,-0.40317694697317963,7.474293118990908
81,6,9,1.2224450703824274,10.954269113000679
82,6,10,0.2082749780768603,7.909229799869589
83,6,11,0.9766390364837128,7.377741322553713
84,7,0,0.3563663971744019,0.26802488778675587
85,7,1,0.7065731681919482,4.308807813915262
86,7,2,0.010500020720820478,2.274790343256977
87,7,3,1.7858704939058352,4.371935622167403
88,7,4,0.12691209270361992,5.117572836094436
89,7,5,0.40198936344470165,5.7802850043479275
90,7,6,1.8831506970562544,7.701778169883187
91,7,7,-1.3477590611424464,2.2274360490701017
92,7,8,-1.2704849984857336,2.382987480611793
93,7,9,0.9693967081580112,5.530004658264047
94,7,10,-1.17312340511416,0.4654026918287638
95,7,11,1.9436211856492926,6.555789958160229
96,8,0,-0.41361898075974735,-1.9938082599470004
97,8,1,-0.7474548114407578,-0.49384165370970645
98,8,2,1.9229420264803847,3.516250925865151
99,8,3,1.4805147914344243,6.559381194998942
100,8,4,1.8675589604265699,5.705389738999196
101,8,5,0.9060446582753853,6.240070280197679
102,8,6,-0.8612256850547025,4.019615530683159
103,8,7,1.9100649530990337,7.575827389960764
104,8,8,-0.2680033709513804,6.257325547186542
105,8,9,0.8024563957963952,6.28520357783586
106,8,10,0.947251967773748,5.6604727541213
107,8,11,-0.1550100930908342,0.3055239679729319
108,9,0,0.6140793703460803,3.692107127787178
109,9,1,0.9222066715665268,5.355038294780575
110,9,2,0.37642553115562943,6.3117715864971125
111,9,3,-1.0994007905841945,5.522731650659965
112,9,4,0.298238174206056,6.514321356436854
113,9,5,1.3263858966870303,9.040988565139465
114,9,6,-0.6945678597313655,7.463138229484892
115,9,7,-0.14963454032767076,4.595656437620384
116,9,8,-0.43515355172163744,7.836325096077571
117,9,9,1.8492637284793418,9.469421664680088
118,9,10,0.6722947570124355,5.938465515945242
119,9,11,0.40746183624111043,4.307427751205662
120,0,0,-0.7699160744453164,4.871399988893705
121,0,1,0.5392491912918173,9.34847313955261
122,0,2,-0.6743326606573761,10.478328064438298
123,0,3,0.03183055827435118,12.901977193608404
124,0,4,-0.635846078378881,14.131997652199246
125,0,5,0.6764332949464997,13.830267993343323
126,0,6,0.5765908166149409,13.262542641988063
127,0,7,-0.20829875557799488,12.062860617897009
128,0,8,0.3960067126616453,11.965510910909092
129,0,9,-1.0930615087305058,9.838762364834047
130,0,10,-1.4912575927056055,8.53538875815785
131,0,11,0.4393917012645369,9.51438798856884
132,1,0,0.16667349537252904,2.9469859221934853
133,1,1,0.6350314368921064,4.152293520795849
134,1,2,2.383144774863942,8.161228676599576
135,1,3,0.9444794869904138,6.936079587094189
136,1,4,-0.9128222254441586,3.9320943024014934
137,1,5,1.117016288095853,7.541718874637552
138,1,6,-1.3159074105115212,4.447609787063923
139,1,7,-0.461584604814709,8.043013331244923
140,1,8,-0.06824160532463124,7.726860031705209
141,1,9,1.7133427216493666,10.045606982335931
142,1,10,-0.7447548220484399,2.484618279135065
143,1,11,-0.8264385386590144,0.22567966902768455
144,2,0,-0.0984525244254323,3.1072168296507257
145,2,1,-0.6634782863621074,4.928886793509157
146,2,2,1.126635922106507,9.436929427825879
147,2,3,-1.0799315083634233,7.843026829845874
148,2,4,-1.1474686524111024,7.811361961946851
149,2,5,-0.43782004474443403,10.83422398329527
150,2,6,-0.4980324506923049,8.945297579436179
151,2,7,1.9295320538169858,11.729504132439972
152,2,8,0.9494208069257608,8.991198264650498
153,2,9,0.0875512413851909,7.657307440405294
154,2,10,-1.225435518830168,5.652249952496161
155,2,11,0.8443629764015471,6.12610947700498
156,3,0,-1.0002153473895647,8.399992239256742
157,3,1,-1.5447710967776116,9.892077191010191
158,3,2,1.1880297923523018,11.709363913441015
159,3,3,0.3169426119248496,14.803039015190754
160,3,4,0.920858823780819,13.438590307148655
161,3,5,0.3187276529430212,15.676496664643985
162,3,6,0.8568306119026912,17.473689278853527
163,3,7,-0.6510255933001469,13.88522384653252
164,3,8,-1.0342428417844647,11.465852694258228
165,3,9,0.681594518281627,13.900533369950498
166,3,10,-0.8034096641738411,10.830146188167502
167,3,11,-0.6895497777502005,9.580336679723922
168,4,0,-0.45553250351734315,6.584036364557188
169,4,1,0.01747915902505673,9.219901253161474
170,4,2,-0.35399391125348395,10.486054475963147
171,4,3,-1.3749512934180188,8.699231366739621
172,4,4,-0.6436184028328905,11.596117859813647
173,4,5,-2.2234031522244266,11.486721735952267
174,4,6,0.6252314510271875,14.023433713998134
175,4,7,-1.6020576556067476,10.456642717367885
176,4,8,-1.1043833394284506,12.225187588504763
177,4,9,0.052165079260974405,9.489294913147235
178,4,10,-0.7395629963913133,10.875599400634519
179,4,11,1.5430145954067358,10.98618342903814
180,5,0,-1.2928569097234486,-5.68446831163823
181,5,1,0.26705086934918293,-1.5788805262273398
182,5,2,-0.0392828182274956,0.3077657057068398
183,5,3,-1.1680934977411974,-1.4288465123527874
184,5,4,0.5232766605317537,1.5311110230608689
185,5,5,-0.1715463312222481,2.9647481076454154
186,5,6,0.7717905512136674,0.8844004901736766
187,5,7,0.8235041539637314,3.17981222647853
188,5,8,2.16323594928069,3.3211503151196036
189,5,9,1.336527949436392,1.834107016392385
190,5,10,-0.3691818379424436,0.8817057383771609
191,5,11,-0.2393791775759264,-2.4794423789920574
192,6,0,1.0996595958871132,5.6449127610844085
193,6,1,0.6552637307225978,4.835019743813996
194,6,2,0.640131526097592,7.364839633787383
195,6,3,-1.6169560443108344,6.0714770043648905
196,6,4,-0.024326124398935636,9.451955509950505
197,6,5,-0.7380309092056887,9.143527194020436
198,6,6,0.27992459904323824,10.22886846758479
199,6,7,-0.09815038964295794,10.013465627425912
200,6,8,0.9101789080925919,10.952737278210261
201,6,9,0.31721821519130206,6.946440581884779
202,6,10,0.7863279621089762,8.350184668509305
203,6,11,-0.46641909673594306,5.70196076606448
204,7,0,-0.9444462559182504,-1.4322183963336477
205,7,1,-0.41004969320254847,0.24897115036792916
206,7,2,-0.017020413861440594,1.8967473718110133
207,7,3,0.3791517355550818,3.3449868458201992
208,7,4,2.259308950690852,7.985813914637408
209,7,5,-0.04225715166064269,6.297598652211299
210,7,6,-0.955945000492777,2.0088495645884414
211,7,7,-0.34598177569938643,4.049040106863964
212,7,8,-0.4635959746460942,2.8927080827466263
213,7,9,0.4814814737734622,5.401750898709902
214,7,10,-1.5407970144446248,-0.13760064809569605
215,7,11,0.06326199420033171,0.8521598332882477
216,8,0,0.1565065379653756,-0.395065170162817
217,8,1,0.23218103620027578,2.214122731354313
218,8,2,-0.5973160689653627,1.6320948245614213
219,8,3,-0.237921729736007,0.6840989434218314
220,8,4,-1.4240609089825316,3.3276784540728244
221,8,5,-0.49331988336219407,5.1195210587878535
222,8,6,-0.5428614760167177,4.553291350469479
223,8,7,0.4160500462614255,4.960496374879305
224,8,8,-1.1561824318219127,3.537964389107591
