,X,Y,Z1,Z2
0,1,4.6520851777018555,1.764052345967664,2.320015025677462
1,1,2.5902211038756207,0.4001572083672233,1.2926310956987537
2,1,3.8989808368179246,0.9787379841057392,0.5564231599804685
3,1,5.8571786359530655,2.240893199201458,2.345607228634742
4,1,3.6474887484678646,1.8675579901499675,2.0956113152740348
5,1,2.8134478550631954,-0.977277879876411,-0.7757979331719782
6,1,2.842383743768465,0.9500884175255894,1.4908620028259796
7,0,-0.06501092438205447,-0.1513572082976979,-1.9694348386812675
8,0,-0.10400224043627808,-0.10321885179355784,-0.15254292194113045
9,1,4.00319875350283,0.41059850193837233,0.6496321031851372
10,1,5.121308517167808,0.144043571160878,-0.8562867777928275
11,1,3.9986415307794267,1.454273506962975,3.128259213973685
12,1,1.6458380582184118,0.7610377251469934,0.9225969923851614
13,1,0.9531258405072274,0.12167501649282841,1.6850797615217579
14,0,1.341038549081535,0.44386323274542566,-0.34665978908765155
15,1,6.15997772883574,0.33367432737426683,-0.5736257941510602
16,1,5.453571345866653,1.4940790731576061,1.718331294123288
17,0,3.3748701509109686,-0.20515826376580087,-1.8838466265944576
18,0,-0.42683731188919116,0.31306770165090136,0.5280332922769949
19,1,2.723102023977366,-0.8540957393017248,-0.7568765072988067
20,0,-4.668625904945487,-2.5529898158340787,-1.5373245342919775
21,1,2.9482250346512635,0.6536185954403606,1.3546599366054577
22,0,0.5466178304615661,0.8644361988595057,0.44695884897447175
23,0,-0.27865702495291866,-0.7421650204064419,-1.8396616751766866
24,1,3.564000281458647,2.2697546239876076,3.9820598453309044
25,0,-0.6595331141429337,-1.4543656745987648,-2.246480695163915
26,1,4.513495738887396,0.04575851730144607,-0.9997660397680197
27,0,1.4411256490183368,-0.1871838500258336,-1.2720399094872787
28,1,3.955462366208652,1.5327792143584575,2.650084529895122
29,1,5.044213345475511,1.469358769900285,0.950458565475433
30,1,3.7860733503455704,0.1549474256969163,-0.5987570404836845
31,1,3.3333409735401425,0.37816251960217356,0.5158523455055208
32,0,-1.1298781785197873,-0.8877857476301128,-1.0947304581874038
33,0,-0.8117299522557004,-1.980796468223927,-2.658891929010174
34,0,-0.23637842563336986,-0.3479121493261526,0.406079317652327
35,0,0.3650780149530698,0.15634896910398005,1.221664461201975
36,1,2.847270411847436,1.2302906807277207,2.215608189667588
37,1,4.304832404461963,1.2023798487844113,1.9692995184456104
38,1,1.215368009869337,-0.3873268174079523,0.015298713722082913
39,0,1.8467599676390718,-0.30230275057533557,-2.0781907505371646
40,0,-1.635131489352997,-1.0485529650670926,0.620697841309876
41,0,-1.8715966492035232,-1.4200179371789752,-1.1180287268214222
42,0,-1.2417905709667807,-1.7062701906250126,-1.0981137630243711
43,1,3.097245201968911,1.9507753952317897,3.065737718179192
44,0,-2.8316499677252818,-0.5096521817516535,0.9237003211303383
45,0,-0.9922821555640654,-0.4380743016111864,-0.01967629030199386
46,0,-0.6661311647597554,-1.2527953600499262,-0.8172492007542727
47,0,0.9592851769496413,0.7774903558319101,0.17826607837219066
48,0,-2.1005406996054865,-1.6138978475579515,-1.5808080964191913
49,0,-0.350207377777635,-0.2127402802139687,-1.0669015410283231
50,0,0.027355015390840537,-0.8954665611936756,-1.6154070933355702
51,0,2.527172041067889,0.386902497859262,-0.5066719044549293
52,0,0.3458988625221068,-0.510805137568873,-0.6668290285661604
53,1,1.8669252822938422,-1.180632184122412,-0.13153899620240184
54,1,-0.006131476552498544,-0.028182228338654868,3.142792544951525
55,1,3.07552287371859,0.42833187053041766,0.6178315080783311
56,0,2.092176226555658,0.06651722238316789,-1.2818958653729522
57,1,2.405577492249385,0.3024718977397814,1.5674552275960374
58,0,-0.5071464529243183,-0.6343220936809636,-0.9351059701569907
59,0,1.1961080503934696,-0.3627411659871381,-1.0233497599641301
60,0,-1.0800973773717362,-0.672460447775951,-0.46261096985289574
61,0,0.04329517863048038,-0.3595531615405413,-1.6001777610967687
62,1,3.273579049277905,-0.813146282044454,-0.5906831180358473
63,0,-1.5571871886986552,-1.7262826023316769,-1.8146581255308318
64,1,2.4420188915895853,0.17742614225375283,0.2758040490692285
65,0,-1.8961030852890488,-0.4017809362082619,-0.020364681999091028
66,1,1.7977212716200153,-1.6301983469660446,-1.5627060897252378
67,1,6.183853832891158,0.4627822555257742,0.4791203396386667
68,0,-1.5844334869273953,-0.9072983643832422,-0.6229838453852976
69,1,2.7002709105394334,0.05194539579613895,0.46734602196726577
70,0,3.284344220109848,0.7290905621775369,-0.3023918981377208
71,0,1.5016929696523436,0.12898291075741067,-1.3010083479280377
72,1,3.1525718734675268,1.1394006845433007,1.0777626323710858
73,0,-1.3748867829677176,-1.2348258203536526,-2.667561310287761
74,1,4.941474144043358,0.402341641177549,0.48987311209921985
75,1,2.4427975756275657,-0.6848100909403132,0.2539367847419969
76,0,-0.6517831126667347,-0.8707971491818818,-0.2636854772658359
77,0,0.41156418368234493,-0.5788496647644155,-1.6270200715898886
78,0,-0.17800210615265144,-0.31155253212737266,-1.1718149840848915
79,1,2.910700931504823,0.05616534222974544,0.38446663723050084
80,0,-0.6278208182754696,-1.1651498407833565,-1.5664476459168666
81,1,3.779170626307592,0.9008264869541871,0.5841711919020802
82,1,3.830205868033633,0.46566243973045984,1.0625689209784137
83,0,-1.808553161619293,-1.5362436862772237,-2.523530379734876
84,1,4.956728139131558,1.4882521937955997,1.0870174838844173
85,0,2.4919637796386813,1.8958891760305832,1.095806699945982
86,0,1.5308892560196377,1.1787795711596507,0.1356500731242951
87,1,1.8716479978389913,-0.17992483581235091,-1.0370030244835156
88,1,2.0996548732542983,-1.0707526215105425,-0.39329045216413083
89,1,3.6468805770084476,1.0544517269311366,1.1062721164135583
90,0,1.8016916411862667,-0.40317694697317963,-1.2823375758082545
91,1,4.511564400291372,1.2224450703824274,0.9913434627894309
