,X,Y,Z
0,0,1.182435050121405,-0.7258203210453938
1,0,2.7144743504747493,0.5634755202984244
2,0,0.07761240029863148,-0.4356320862270805
3,0,-0.1544489192406309,-0.10455254769312164
4,0,22.298992149684803,-2.3212728325081056
5,0,-0.19900674427098936,-0.21409436574671353
6,0,2.563258134397972,0.5434054256457874
7,1,3.369376355344481,-0.5374541021663481
8,1,2.9624959826463066,-0.3802753353325444
9,0,0.883325243306435,0.26547293010580864
10,0,-0.18511152473991782,-0.14543173951813715
11,0,1.5409410828808094,0.3900747550744413
12,0,-0.1837130061158466,-0.1429263740697099
13,1,2.9727605015605687,-0.014118047373840809
14,0,0.3824022700281098,-0.5412923292510717
15,0,6.019916795869897,0.9153400195339444
16,0,4.486198048627532,0.7681113622541089
17,1,3.254917764697123,0.10163480061064663
18,0,4.89486678316651,0.8094421016746339
19,1,3.000912324991753,0.00045564346845059373
20,1,2.803569083883356,-0.22671734973142213
21,0,10.777431175668916,1.2817173263257007
22,0,-0.11998799510103227,-0.07349940324333032
23,0,7.859859677634667,1.0696345677110928
24,0,4.720471025672454,0.7920152242453191
25,0,1.2564213596673168,0.3397075800222407
26,0,3.2737209704856554,0.6335131637215642
27,1,2.863495072549852,-0.3126899042060573
28,0,1.3999831811161987,0.36568245175472763
29,0,1.166421312746581,0.3227659730216918
30,0,-0.178202854172604,-0.1339740265843873
31,0,1.062717447687648,0.3025370529001116
32,0,10.467659045423474,-1.6606614286290629
33,0,0.5268491218934107,0.18127394925261042
34,0,-0.1334715119620805,-0.31535032556340664
35,0,3.059202950790335,-1.0073664534510132
36,0,1.3038437812337753,-0.7484238837311473
37,0,11.301627916227977,-1.7166824266291199
38,1,2.8091568698361162,-0.1572054446544513
39,0,5.438104694993773,0.8618949755031119
40,0,2.9649663273239346,-0.9956087389318866
41,0,4.390898638147398,-1.158216952276195
42,0,11.315996900398657,1.3176295266235865
43,0,9.928915334966938,-1.6233000621771179
44,0,0.5216020232669851,0.17989525484453872
45,0,3.723729964628553,0.6858589012510461
46,0,0.13877226861923675,0.060296856922720736
47,0,0.6155961265910879,-0.6038802115952422
48,0,7.598927918118386,1.0489137614838253
49,0,20.9596971499737,-2.257167817654831
50,0,-0.09979501739992866,-0.058433773377919454
51,0,-0.16292197525978047,-0.11388609317860494
52,1,3.2077085110834638,0.08555507737859043
53,0,1.4180905642645953,-0.7688744262602416
54,0,5.355979025755837,-1.2541327265345514
55,0,8.12425451688504,-1.49029101499507
56,0,0.34283605886084895,0.12949538960684986
57,0,0.2283171590037653,0.09268315940749489
58,0,0.30822577386069594,-0.5188183727016672
59,0,1.5095226202122392,-0.7847260247692486
60,0,3.0344352642320738,-1.0042928899638581
61,0,-0.11647162324190027,-0.07074956343741061
62,0,8.73780904243709,-1.5369973105759855
63,0,2.1198453398662234,-0.881152749369218
64,0,2.279471091595356,-0.9041975705148885
65,0,3.8863227086157393,0.7040268478995233
66,1,12.586848401536354,1.1990602847294576
67,0,20.560512549952506,1.8376708541838893
68,1,14.456103932627332,1.3268335818043389
69,0,-0.19630458645420884,-0.17281392435164217
70,1,2.828086130401849,-0.12505184404957093
