,X1,X2,X3,Y
0,-0.44064625672471047,-0.3902267108839649,0.1567183896240946,-0.8776714976933482
1,-3.8100986789335742,-1.3046649958725176,-1.105117431928253,-10.130387940173998
2,-1.4254512762528475,-0.3400488612304806,1.1159077837971867,0.2840678048688563
3,-1.325749603810731,0.1619055838614624,-0.25466998711442135,-1.9943439989284397
4,3.120262764824237,1.4873433726124945,-1.1648386601134273,2.030029724854239
5,-3.462721088323765,-0.9861044749679534,-0.383416153157024,-6.94692032048005
6,-0.3531948125883654,-0.0866300903317204,-0.6316407743434663,-2.8058047147482306
7,-1.612042661212914,-1.0425333285248888,0.9158452780090275,-0.7554470718367983
8,-2.1199228052925863,-1.0306191275000343,0.02793173938746155,-4.655447261947804
9,-0.5201062582229042,-0.6625956609270701,1.2952976638610982,2.222796592342302
10,-1.0200593019460813,-0.4197624171976999,0.5625052104339443,-0.33429075771548367
11,4.2677767973829095,1.5322808529630232,-3.3482737575961155,-2.6795441526246973
12,0.6211832813729053,0.4255556173491853,0.7663075010664506,3.4001043424327517
13,4.468825908163462,2.203713690028914,1.2877859128124594,12.87978331575636
14,2.020259032889203,1.1553133301448892,-0.8558998703226656,1.2536542166163147
15,3.610378612194739,1.46437436565544,1.5747046859992269,11.091405622743538
16,-0.19197139788815865,0.4050568673068246,-0.5200074542750885,-0.9305921679268536
17,1.305122535235577,0.4965879921318163,1.240654176981025,6.706974078910487
18,-0.4541305119803477,-0.20312971297473456,-1.638513212795428,-5.251636628191309
19,-0.8017462015405703,0.31545093964794535,0.34947163454251007,0.8690042744460881
20,2.382554917752706,0.7950324031401301,-0.22366836123815712,4.0532147850022096
21,1.9894815001197177,1.230978712933318,0.679502878497709,5.982098399169526
22,-1.9557268908209782,-0.30187255736166463,-1.310500002986665,-6.126848344379392
23,-0.101253047639008,0.06497885523616166,-0.860867974766204,-2.7075261712641616
24,-2.709511297380006,-1.6462757347767163,0.5330342106661294,-4.2528332012642185
25,-1.6701848393709393,-0.5180644905314685,0.3658721831121994,-0.39515389611538354
26,0.4169076148187394,0.1750955475994345,1.4720679175748335,4.901634859879459
27,-3.244677573058022,-0.8737289137482279,1.1637100333500252,-1.1015130512272941
28,1.6323640867798566,0.3836657472268127,-0.2451168965222189,1.3061045746814228
29,0.614093986446347,0.6112690147322917,0.6334282845343938,3.4822091769848686
30,0.28650962986985007,0.30313216073359345,0.9811541387701409,3.3923441046381693
31,-2.585198854417157,-1.4763178243763901,0.46601373801160206,-3.6538463119886817
32,-2.2847121216447066,-0.9239702742730822,0.024521126751141837,-3.7958597058778416
33,-0.33788414920288934,0.11138783490246505,-0.43849764090449844,-1.3871006519780082
34,-0.6209521981472209,-0.06492196147254027,-0.12518626795863716,-0.8405962603610798
35,-4.069979179328684,-1.9620147037162765,0.00795328764134328,-8.29675468330173
36,1.5370265290210237,0.6146626866780369,1.092596357350534,6.188261881325749
37,-1.7071288497047223,-0.5689196080063318,0.1114441471438151,-2.5900921480294943
38,1.5998037395398765,0.6785281654358426,1.141082550450683,7.213191391041688
39,0.8628562202662762,0.26215088641912726,1.7607874901027265,6.146791785496765
40,2.963366868192152,1.3868374685682008,2.9605680728632997,14.679315396878318
41,-1.3919147022447325,-0.5097333241538031,0.3946163714304452,-1.7814125109277557
