,X2,Y2
0,76.64303422403891,1
1,87.74339713031495,1
2,81.6394690375124,1
3,73.7404847272293,0
4,90.48026764131131,1
5,82.09241487736257,1
6,70.02128000183221,0
7,89.99328730968492,1
8,78.74387189900648,1
9,69.32860515475296,0
10,83.31196125168753,1
11,83.10500156872669,1
12,75.17284199823541,1
13,85.95773567562057,1
14,62.161391184690686,0
15,87.97943486603535,1
16,81.82691924695848,1
17,62.35296046360029,1
18,68.36936928932167,1
19,79.60522547501165,0
20,81.64279883589045,1
21,78.58255587315774,0
22,72.63575205866007,0
23,85.38280694486735,1
24,76.32559317606867,0
25,83.77594177469003,1
26,66.05839656783024,1
27,63.66381455839769,1
28,87.10279105796326,1
29,76.68942012691762,0
30,100.0,1
31,100.0,1
32,74.22290974318469,1
33,88.88771606832005,1
34,82.7392870579731,0
35,74.31191281107402,1
36,82.35643819864724,1
37,82.2606883100093,1
38,77.32323876426877,1
39,89.02828573647486,1
40,89.93490193559253,1
41,99.65981576767044,1
42,83.98053769685791,1
43,87.27299926832787,1
44,82.23043550344347,1
45,71.17779499368342,1
46,91.21773041244501,1
47,78.25334442297567,1
48,81.75876869702265,1
49,79.95625204425207,1
50,74.80495864275623,1
51,54.95765547206068,0
52,79.95725779217774,1
53,71.04332923722687,0
54,84.79919781849844,1
55,72.34689188569678,0
56,69.35823295649415,0
57,91.72710922667025,1
58,81.56641817301106,1
59,81.09286911062026,1
60,92.87335057748562,1
61,65.0749213473567,1
62,74.01810067138278,1
63,100.0,1
64,70.13309160442833,0
65,76.00283507157273,1
66,99.14702699761499,1
67,54.166901884104185,1
68,76.03739815451412,1
69,57.304891844511225,1
70,66.61352671324391,1
71,79.14686362616656,0
72,80.73438383686775,1
73,77.70334119886182,1
74,69.00044088265845,0
75,74.54536972578488,1
76,70.54814175188874,0
77,48.273591540157014,1
78,78.16330571958693,1
79,90.47892277977729,1
80,80.34684199946273,1
81,81.35158454317921,1
82,69.24846362452645,1
83,70.68258347410487,1
84,73.7156469065203,1
85,90.11858571721235,1
86,79.85016925987155,1
87,79.73990761448054,0
88,63.179151828670754,1
89,78.74526043420995,0
90,79.8205591957802,1
91,72.53182876393815,1
92,80.83385136120464,1
93,73.65306630930937,0
94,84.9703066953252,1
95,85.0386736160721,1
96,57.301936009610515,1
97,80.92755318897578,1
98,82.64129798418932,1
99,78.89405854873993,1
100,100.0,1
101,97.58040918866782,1
102,91.35887827507553,1
103,67.43452898260672,1
104,75.60485150696694,0
105,61.01409984698873,1
106,88.29537693351938,1
107,78.21851993145924,1
108,96.83314902630332,1
109,90.41646020734274,1
110,91.36945544861392,1
111,80.30306258468492,1
112,74.80520285354191,0
113,77.10214327741724,1
114,83.70060858843236,1
115,95.85747132880158,1
116,76.9154089930629,1
117,64.50821166051821,1
118,89.10908525920743,1
119,75.80721410078888,1
120,82.40586717442282,0
121,98.24214380707453,1
122,76.06684917919914,1
123,93.80589741901893,1
124,86.26314073579431,0
125,82.63511687347722,1
126,81.185906135609,1
127,85.60696265480468,1
128,84.24504406874993,1
129,66.34445921409275,1
130,90.87817594659168,1
131,72.35799385142725,0
132,72.73957854847114,1
133,79.12154602482859,1
134,92.27795231459397,1
135,83.35585812086278,1
136,69.3307178140521,0
137,73.57916041261863,1
138,92.71707665339439,1
139,88.36504178992992,1
140,61.701606013250455,0
141,78.58334443197799,1
142,85.10117349958291,1
143,55.14850694846186,0
144,64.83419215936888,1
145,87.97408617071193,1
146,85.73469865199483,1
147,68.03745843179486,0
148,85.03883682236076,1
149,81.6398875229819,1
150,75.39222009580412,0
151,66.55533305092075,1
152,94.98226632069209,1
153,69.32172505336348,0
154,68.362512035988,1
155,68.76376486270426,1
156,81.73098521605668,1
157,68.8894861067531,0
158,64.34206522680893,0
159,83.07784183871377,1
160,64.756842408124,1
161,63.80368883386651,1
162,65.06971128274665,1
163,59.70015593308936,0
164,60.37261033540365,0
165,74.10200143126146,1
166,78.72107335651089,1
167,61.17064515220311,1
168,75.01543522897195,0
169,71.73205015561754,1
170,73.34736507055177,1
171,75.83676356887358,1
172,70.93407566554387,1
173,73.35883525677308,1
174,75.66499996286625,1
175,75.51256527866968,1
176,78.6344703284472,1
177,86.43963557081229,1
178,88.5164796003378,0
179,77.72048708100768,0
180,86.06751035656686,1
181,67.75959483491263,1
182,76.43329276624141,1
183,72.16577344424871,0
184,100.0,1
185,76.45487130371794,0
186,80.89640123126526,1
187,78.66256152667131,1
188,70.1894790047111,1
189,93.26486595961464,1
190,79.79409683426232,0
191,82.72492649705497,1
192,77.52980380550893,0
193,78.13868239702472,1
194,72.02096476630959,0
195,72.01934912594827,1
196,83.38245365752148,1
197,81.05629555223999,1
198,90.97995359118968,1
199,88.20623354474974,1
200,74.3894539130441,1
201,74.83054624258679,0
202,64.94554068842558,0
203,50.27518885916005,1
204,93.14151501073967,1
205,88.635080678026,1
206,70.80956471358988,1
207,77.73505631039738,0
208,81.25028138210224,1
209,76.66233156445361,1
210,65.98329952794953,0
211,83.88881068237016,1
212,74.29416225491262,1
213,89.5901019912273,0
214,94.7282634492319,1
215,85.07150588037285,1
216,81.9977044362546,1
217,69.6406297999878,1
218,88.02683246415107,1
219,87.74433760218771,0
220,89.35427894371554,1
221,70.05383307592807,1
222,78.34790381836885,1
223,87.81936538460616,1
224,83.70209647676346,1
225,88.34658104013695,1
226,70.68116733915082,0
227,89.67911931687244,1
228,76.75681036377193,1
229,81.99892150126563,1
230,85.5821183859197,1
231,68.8771063627178,1
232,81.70459674270717,1
233,78.71244743379538,1
234,73.27920615661164,1
235,87.21968650975228,1
236,67.9699746843901,0
237,80.03628539653157,1
238,88.4538691118896,1
239,76.69398815392634,0
240,73.88125461626142,1
241,63.633411830207976,0
242,75.45286300962634,1
243,67.38620198033433,1
244,70.81164214116546,0
245,79.23577109158667,1
246,72.26659489836803,1
247,78.96224285654439,1
248,85.56483775507594,1
249,77.01200841078476,1
250,94.81889654662027,1
251,61.52625587497042,0
252,89.34786965726038,1
253,88.19318928040441,1
254,78.61885910595667,1
255,88.55159356210024,1
256,99.93552529527285,1
257,72.14880574585455,0
258,78.54126049583635,1
259,70.02684301796282,0
260,100.0,1
261,62.114387599894364,0
262,68.05194348597551,1
263,95.79723010640762,1
264,80.19316601313432,1
265,75.63930868375706,1
266,77.17920625871923,1
267,59.612641159804554,0
268,64.59871090151462,0
269,92.33868765092741,1
270,77.03036551846652,1
271,72.15816826959622,1
272,77.34492489715775,1
273,73.76546332031549,1
274,68.16503257599328,1
275,98.8015701703064,1
276,83.54962338477884,1
277,68.00018401146333,1
278,81.45778291574885,1
279,75.47193788504272,0
280,76.63485734496078,0
281,88.75011391816037,1
282,69.94568505139328,1
283,73.05822676700919,1
